,subject,rt,trial_type,trial_index,time_elapsed,condition,assignment,responses,stimType,stimNum,categorization,numeric_categorization,order,Understood,group,trial_condition,exp.inf.1,spon.1,rc.1,exp.inf.2,spon.2,rc.2,spon.true,exp.inf.mean,rc.mean,spon.mean,Congruent,Congruence,numeric_categorization2,exp_group
861,79399,5118,survey-multi-choice,11,196285,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,7,Yes,1,5,0,group2,speaker_unaware,8,0,8,10,1,7,0,9,7.5,0.5,FALSE,incongruent,0,Knowledge
862,79399,3832,survey-multi-choice,13,221596,Speaker Aware,4b,"{""Q0"":""No""}",belief,1,No,0,6,0,group2,speaker_aware,8,0,8,10,1,7,0,9,7.5,0.5,FALSE,incongruent,1,Knowledge
863,79399,2797,survey-multi-choice,15,236940,Speaker Aware,4b,"{""Q0"":""No""}",belief,6,No,0,7,0,group2,speaker_aware,8,0,8,10,1,7,0,9,7.5,0.5,FALSE,incongruent,1,Knowledge
864,79399,3240,survey-multi-choice,17,271211,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,8,0,group2,speaker_unaware,8,0,8,10,1,7,0,9,7.5,0.5,TRUE,congruent,1,Knowledge
865,79642,3264,survey-multi-choice,3,79042,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,1,0,group1,speaker_unaware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,1,Inference
866,79642,2712,survey-multi-choice,5,102761,Speaker Aware,4a,"{""Q0"":""No""}",belief,2,No,0,2,0,group1,speaker_aware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,0,Inference
867,79642,2361,survey-multi-choice,7,120424,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,3,Yes,1,3,0,group1,speaker_unaware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,1,Inference
868,79642,2209,survey-multi-choice,9,151169,Speaker Aware,4a,"{""Q0"":""No""}",belief,5,No,0,4,0,group1,speaker_aware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,0,Inference
869,79642,1605,survey-multi-choice,11,180321,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,8,Yes,1,5,0,group1,speaker_aware,7,0,10,7,1,10,0,7,10,0.5,FALSE,incongruent,1,Inference
870,79642,1972,survey-multi-choice,13,265848,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,1,Yes,1,6,0,group1,speaker_unaware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,1,Inference
871,79642,2388,survey-multi-choice,15,355646,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,4,Yes,1,7,0,group1,speaker_unaware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,1,Inference
872,79642,2076,survey-multi-choice,17,441302,Speaker Aware,4a,"{""Q0"":""No""}",belief,7,No,0,8,0,group1,speaker_aware,7,0,10,7,1,10,0,7,10,0.5,TRUE,congruent,0,Inference
873,80031,4376,survey-multi-choice,3,50811,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,1,0,group1,speaker_aware,7,0,10,8,1,10,0,7.5,10,0.5,TRUE,congruent,0,Knowledge
874,80031,2117,survey-multi-choice,5,83878,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,1,Yes,1,2,0,group1,speaker_unaware,7,0,10,8,1,10,0,7.5,10,0.5,FALSE,incongruent,0,Knowledge
875,80031,6305,survey-multi-choice,7,117073,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,3,0,group1,speaker_aware,7,0,10,8,1,10,0,7.5,10,0.5,TRUE,congruent,0,Knowledge
876,80031,2769,survey-multi-choice,9,158406,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,3,Yes,1,4,0,group1,speaker_unaware,7,0,10,8,1,10,0,7.5,10,0.5,FALSE,incongruent,0,Knowledge
877,80031,3860,survey-multi-choice,11,184312,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,5,0,group1,speaker_unaware,7,0,10,8,1,10,0,7.5,10,0.5,TRUE,congruent,1,Knowledge
878,80031,2986,survey-multi-choice,13,242166,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,6,0,group1,speaker_aware,7,0,10,8,1,10,0,7.5,10,0.5,TRUE,congruent,0,Knowledge
879,80031,2468,survey-multi-choice,15,313685,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,7,0,group1,speaker_aware,7,0,10,8,1,10,0,7.5,10,0.5,TRUE,congruent,0,Knowledge
880,80031,2698,survey-multi-choice,17,327850,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,8,0,group1,speaker_unaware,7,0,10,8,1,10,0,7.5,10,0.5,TRUE,congruent,1,Knowledge
881,80386,2667,survey-multi-choice,3,17583,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,1,0,group1,speaker_unaware,10,0,10,9,1,9,0,9.5,9.5,0.5,TRUE,congruent,1,Knowledge
882,80386,8390,survey-multi-choice,5,50661,Speaker Aware,4b,"{""Q0"":""No""}",belief,7,No,0,2,0,group1,speaker_aware,10,0,10,9,1,9,0,9.5,9.5,0.5,FALSE,incongruent,1,Knowledge
883,80386,4205,survey-multi-choice,7,73406,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,3,0,group1,speaker_unaware,10,0,10,9,1,9,0,9.5,9.5,0.5,TRUE,congruent,1,Knowledge
884,80386,3477,survey-multi-choice,9,112111,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,4,0,group1,speaker_aware,10,0,10,9,1,9,0,9.5,9.5,0.5,TRUE,congruent,0,Knowledge
885,80386,2323,survey-multi-choice,11,147998,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,5,0,group1,speaker_unaware,10,0,10,9,1,9,0,9.5,9.5,0.5,TRUE,congruent,1,Knowledge
886,80386,3420,survey-multi-choice,13,181926,Speaker Aware,4b,"{""Q0"":""No""}",belief,5,No,0,6,0,group1,speaker_aware,10,0,10,9,1,9,0,9.5,9.5,0.5,FALSE,incongruent,1,Knowledge
887,80386,3023,survey-multi-choice,15,202311,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,7,0,group1,speaker_unaware,10,0,10,9,1,9,0,9.5,9.5,0.5,TRUE,congruent,1,Knowledge
888,80386,1765,survey-multi-choice,17,229478,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,8,0,group1,speaker_aware,10,0,10,9,1,9,0,9.5,9.5,0.5,TRUE,congruent,0,Knowledge
889,81132,7505,survey-multi-choice,3,127275,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,3,Yes,1,1,0,group2,speaker_aware,7,0,10,5,1,8,0,6,9,0.5,FALSE,incongruent,1,Inference
890,81132,7690,survey-multi-choice,5,174524,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,4,Yes,1,2,0,group2,speaker_aware,7,0,10,5,1,8,0,6,9,0.5,FALSE,incongruent,1,Inference
891,81132,12020,survey-multi-choice,7,228311,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,7,Yes,1,3,0,group2,speaker_unaware,7,0,10,5,1,8,0,6,9,0.5,TRUE,congruent,1,Inference
892,81132,4102,survey-multi-choice,9,275473,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,8,Yes,1,4,0,group2,speaker_unaware,7,0,10,5,1,8,0,6,9,0.5,TRUE,congruent,1,Inference
893,81132,2646,survey-multi-choice,11,355314,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,2,Yes,1,5,0,group2,speaker_unaware,7,0,10,5,1,8,0,6,9,0.5,TRUE,congruent,1,Inference
894,81132,2962,survey-multi-choice,13,416885,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,5,Yes,1,6,0,group2,speaker_unaware,7,0,10,5,1,8,0,6,9,0.5,TRUE,congruent,1,Inference
895,81132,3108,survey-multi-choice,15,533179,Speaker Aware,4a,"{""Q0"":""No""}",belief,1,No,0,7,0,group2,speaker_aware,7,0,10,5,1,8,0,6,9,0.5,TRUE,congruent,0,Inference
896,81132,2376,survey-multi-choice,17,549013,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,6,Yes,1,8,0,group2,speaker_aware,7,0,10,5,1,8,0,6,9,0.5,FALSE,incongruent,1,Inference
897,81492,4615,survey-multi-choice,3,113582,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,1,0,group1,speaker_unaware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,1,Knowledge
898,81492,3708,survey-multi-choice,5,144587,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,2,0,group1,speaker_unaware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,1,Knowledge
899,81492,2971,survey-multi-choice,7,172452,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,3,0,group1,speaker_unaware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,1,Knowledge
900,81492,3727,survey-multi-choice,9,213532,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,4,0,group1,speaker_aware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,0,Knowledge
901,81492,2408,survey-multi-choice,11,264189,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,5,0,group1,speaker_aware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,0,Knowledge
902,81492,3623,survey-multi-choice,13,308662,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,6,0,group1,speaker_aware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,0,Knowledge
903,81492,2780,survey-multi-choice,15,368574,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,7,0,group1,speaker_aware,9,0,10,10,1,10,0,9.5,10,0.5,TRUE,congruent,0,Knowledge
904,81492,2698,survey-multi-choice,17,1051388,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,4,Yes,1,8,0,group1,speaker_unaware,9,0,10,10,1,10,0,9.5,10,0.5,FALSE,incongruent,0,Knowledge
905,81987,5930,survey-multi-choice,3,136125,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,7,No,0,1,0,group2,speaker_unaware,6,0,9,8,1,10,0,7,9.5,0.5,FALSE,incongruent,0,Inference
906,81987,2322,survey-multi-choice,5,189743,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,5,Yes,1,2,0,group2,speaker_unaware,6,0,9,8,1,10,0,7,9.5,0.5,TRUE,congruent,1,Inference
907,81987,3421,survey-multi-choice,7,277601,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,8,Yes,1,3,0,group2,speaker_unaware,6,0,9,8,1,10,0,7,9.5,0.5,TRUE,congruent,1,Inference
908,81987,2261,survey-multi-choice,9,311899,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,4,Yes,1,4,0,group2,speaker_aware,6,0,9,8,1,10,0,7,9.5,0.5,FALSE,incongruent,1,Inference
909,81987,2025,survey-multi-choice,11,360174,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,2,Yes,1,5,0,group2,speaker_unaware,6,0,9,8,1,10,0,7,9.5,0.5,TRUE,congruent,1,Inference
910,81987,2166,survey-multi-choice,13,419250,Speaker Aware,4a,"{""Q0"":""No""}",belief,1,No,0,6,0,group2,speaker_aware,6,0,9,8,1,10,0,7,9.5,0.5,TRUE,congruent,0,Inference
911,81987,2077,survey-multi-choice,15,453234,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,3,Yes,1,7,0,group2,speaker_aware,6,0,9,8,1,10,0,7,9.5,0.5,FALSE,incongruent,1,Inference
912,81987,2638,survey-multi-choice,17,492419,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,6,Yes,1,8,0,group2,speaker_aware,6,0,9,8,1,10,0,7,9.5,0.5,FALSE,incongruent,1,Inference
913,82555,3041,survey-multi-choice,3,60390,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,1,0,group2,speaker_unaware,5,0,8,4,0,7,0,4.5,7.5,0,TRUE,congruent,1,Knowledge
914,82555,3166,survey-multi-choice,5,77610,Speaker Aware,4b,"{""Q0"":""No""}",belief,3,No,0,2,0,group2,speaker_aware,5,0,8,4,0,7,0,4.5,7.5,0,FALSE,incongruent,1,Knowledge
915,82555,2623,survey-multi-choice,7,92588,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,3,0,group2,speaker_unaware,5,0,8,4,0,7,0,4.5,7.5,0,TRUE,congruent,1,Knowledge
916,82555,1794,survey-multi-choice,9,110056,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,4,0,group2,speaker_unaware,5,0,8,4,0,7,0,4.5,7.5,0,TRUE,congruent,1,Knowledge
917,82555,3096,survey-multi-choice,11,119927,Speaker Aware,4b,"{""Q0"":""No""}",belief,4,No,0,5,0,group2,speaker_aware,5,0,8,4,0,7,0,4.5,7.5,0,FALSE,incongruent,1,Knowledge
918,82555,1666,survey-multi-choice,13,133651,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,6,0,group2,speaker_unaware,5,0,8,4,0,7,0,4.5,7.5,0,TRUE,congruent,1,Knowledge
919,82555,1694,survey-multi-choice,15,144565,Speaker Aware,4b,"{""Q0"":""No""}",belief,6,No,0,7,0,group2,speaker_aware,5,0,8,4,0,7,0,4.5,7.5,0,FALSE,incongruent,1,Knowledge
920,82555,5658,survey-multi-choice,17,168381,Speaker Aware,4b,"{""Q0"":""No""}",belief,1,No,0,8,0,group2,speaker_aware,5,0,8,4,0,7,0,4.5,7.5,0,FALSE,incongruent,1,Knowledge
921,82560,5321,survey-multi-choice,3,61585,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,1,0,group2,speaker_unaware,11,0,10,10,1,9,1,10.5,9.5,0.5,TRUE,congruent,1,Knowledge
922,82560,5529,survey-multi-choice,5,96177,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,2,0,group2,speaker_aware,11,0,10,10,1,9,1,10.5,9.5,0.5,TRUE,congruent,0,Knowledge
923,82560,5746,survey-multi-choice,7,124972,Speaker Aware,4b,"{""Q0"":""No""}",belief,3,No,0,3,0,group2,speaker_aware,11,0,10,10,1,9,1,10.5,9.5,0.5,FALSE,incongruent,1,Knowledge
924,82560,3102,survey-multi-choice,9,163659,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,8,Yes,1,4,0,group2,speaker_unaware,11,0,10,10,1,9,1,10.5,9.5,0.5,FALSE,incongruent,0,Knowledge
925,82560,3490,survey-multi-choice,11,178672,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,5,0,group2,speaker_aware,11,0,10,10,1,9,1,10.5,9.5,0.5,TRUE,congruent,0,Knowledge
926,82560,9817,survey-multi-choice,13,215205,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,6,0,group2,speaker_unaware,11,0,10,10,1,9,1,10.5,9.5,0.5,TRUE,congruent,1,Knowledge
927,82560,2407,survey-multi-choice,15,252250,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,7,0,group2,speaker_aware,11,0,10,10,1,9,1,10.5,9.5,0.5,TRUE,congruent,0,Knowledge
928,82560,2794,survey-multi-choice,17,275289,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,8,0,group2,speaker_unaware,11,0,10,10,1,9,1,10.5,9.5,0.5,TRUE,congruent,1,Knowledge
929,83000,15305,survey-multi-choice,3,163969,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,4,Yes,1,1,0,group1,speaker_unaware,6,0,10,7,1,9,0,6.5,9.5,0.5,TRUE,congruent,1,Inference
930,83000,2824,survey-multi-choice,5,186647,Speaker Aware,4a,"{""Q0"":""No""}",belief,7,No,0,2,0,group1,speaker_aware,6,0,10,7,1,9,0,6.5,9.5,0.5,TRUE,congruent,0,Inference
931,83000,1633,survey-multi-choice,7,213496,Speaker Aware,4a,"{""Q0"":""No""}",belief,2,No,0,3,0,group1,speaker_aware,6,0,10,7,1,9,0,6.5,9.5,0.5,TRUE,congruent,0,Inference
932,83000,1832,survey-multi-choice,9,243850,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,8,Yes,1,4,0,group1,speaker_aware,6,0,10,7,1,9,0,6.5,9.5,0.5,FALSE,incongruent,1,Inference
933,83000,1632,survey-multi-choice,11,265176,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,5,0,group1,speaker_unaware,6,0,10,7,1,9,0,6.5,9.5,0.5,TRUE,congruent,1,Inference
934,83000,1680,survey-multi-choice,13,299807,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,5,Yes,1,6,0,group1,speaker_aware,6,0,10,7,1,9,0,6.5,9.5,0.5,FALSE,incongruent,1,Inference
935,83000,1178,survey-multi-choice,15,356782,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,3,Yes,1,7,0,group1,speaker_unaware,6,0,10,7,1,9,0,6.5,9.5,0.5,TRUE,congruent,1,Inference
936,83000,3072,survey-multi-choice,17,394751,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,1,Yes,1,8,0,group1,speaker_unaware,6,0,10,7,1,9,0,6.5,9.5,0.5,TRUE,congruent,1,Inference
937,83005,7365,survey-multi-choice,3,239778,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,1,0,group1,speaker_unaware,1,0,10,5,1,10,0,3,10,0.5,TRUE,congruent,1,Knowledge
938,83005,4214,survey-multi-choice,5,282792,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,2,0,group1,speaker_aware,1,0,10,5,1,10,0,3,10,0.5,TRUE,congruent,0,Knowledge
939,83005,4095,survey-multi-choice,7,336232,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,3,0,group1,speaker_aware,1,0,10,5,1,10,0,3,10,0.5,TRUE,congruent,0,Knowledge
940,83005,3527,survey-multi-choice,9,377904,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,4,0,group1,speaker_unaware,1,0,10,5,1,10,0,3,10,0.5,TRUE,congruent,1,Knowledge
941,83005,5909,survey-multi-choice,11,446504,Speaker Aware,4b,"{""Q0"":""No""}",belief,5,No,0,5,0,group1,speaker_aware,1,0,10,5,1,10,0,3,10,0.5,FALSE,incongruent,1,Knowledge
942,83005,8142,survey-multi-choice,13,487368,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,3,Yes,1,6,0,group1,speaker_unaware,1,0,10,5,1,10,0,3,10,0.5,FALSE,incongruent,0,Knowledge
943,83005,3166,survey-multi-choice,15,517344,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,7,0,group1,speaker_unaware,1,0,10,5,1,10,0,3,10,0.5,TRUE,congruent,1,Knowledge
944,83005,3221,survey-multi-choice,17,550376,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,8,0,group1,speaker_aware,1,0,10,5,1,10,0,3,10,0.5,TRUE,congruent,0,Knowledge
945,83054,3162,survey-multi-choice,3,144772,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,1,0,group2,speaker_unaware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,1,Knowledge
946,83054,4591,survey-multi-choice,5,217211,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,2,0,group2,speaker_aware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,0,Knowledge
947,83054,3416,survey-multi-choice,7,254556,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,3,0,group2,speaker_aware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,0,Knowledge
948,83054,4501,survey-multi-choice,9,291099,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,4,0,group2,speaker_unaware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,1,Knowledge
949,83054,3270,survey-multi-choice,11,317921,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,5,0,group2,speaker_aware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,0,Knowledge
950,83054,2080,survey-multi-choice,13,358272,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,6,0,group2,speaker_unaware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,1,Knowledge
951,83054,2174,survey-multi-choice,15,370119,Speaker Aware,4b,"{""Q0"":""No""}",belief,6,No,0,7,0,group2,speaker_aware,7,0,10,8,1,9,0,7.5,9.5,0.5,FALSE,incongruent,1,Knowledge
952,83054,2106,survey-multi-choice,17,392378,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,8,0,group2,speaker_unaware,7,0,10,8,1,9,0,7.5,9.5,0.5,TRUE,congruent,1,Knowledge
953,83353,10041,survey-multi-choice,3,30378,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,1,No,0,1,0,group1,speaker_unaware,7,0,4,7,1,4,1,7,4,0.5,FALSE,incongruent,0,Inference
954,83353,3579,survey-multi-choice,5,42280,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,2,Yes,1,2,0,group1,speaker_aware,7,0,4,7,1,4,1,7,4,0.5,FALSE,incongruent,1,Inference
955,83353,4454,survey-multi-choice,7,49552,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,3,0,group1,speaker_unaware,7,0,4,7,1,4,1,7,4,0.5,TRUE,congruent,1,Inference
956,83353,2248,survey-multi-choice,9,53967,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,5,Yes,1,4,0,group1,speaker_aware,7,0,4,7,1,4,1,7,4,0.5,FALSE,incongruent,1,Inference
957,83353,5816,survey-multi-choice,11,102344,Speaker Aware,4a,"{""Q0"":""No""}",belief,7,No,0,5,0,group1,speaker_aware,7,0,4,7,1,4,1,7,4,0.5,TRUE,congruent,0,Inference
958,83353,8438,survey-multi-choice,13,149272,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,4,Yes,1,6,0,group1,speaker_unaware,7,0,4,7,1,4,1,7,4,0.5,TRUE,congruent,1,Inference
959,83353,8531,survey-multi-choice,15,217161,Speaker Aware,4a,"{""Q0"":""No""}",belief,8,No,0,7,0,group1,speaker_aware,7,0,4,7,1,4,1,7,4,0.5,TRUE,congruent,0,Inference
960,83353,2577,survey-multi-choice,17,260794,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,3,No,0,8,0,group1,speaker_unaware,7,0,4,7,1,4,1,7,4,0.5,FALSE,incongruent,0,Inference
961,85334,5253,survey-multi-choice,3,79139,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,1,0,group1,speaker_unaware,2,0,8,2,0,8,0,2,8,0,TRUE,congruent,1,Knowledge
962,85334,3310,survey-multi-choice,5,94951,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,2,0,group1,speaker_aware,2,0,8,2,0,8,0,2,8,0,TRUE,congruent,0,Knowledge
963,85334,4447,survey-multi-choice,7,104195,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,3,0,group1,speaker_aware,2,0,8,2,0,8,0,2,8,0,TRUE,congruent,0,Knowledge
964,85334,2425,survey-multi-choice,9,116323,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,4,0,group1,speaker_aware,2,0,8,2,0,8,0,2,8,0,TRUE,congruent,0,Knowledge
965,85334,2339,survey-multi-choice,11,123596,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,1,Yes,1,5,0,group1,speaker_unaware,2,0,8,2,0,8,0,2,8,0,FALSE,incongruent,0,Knowledge
966,85334,4805,survey-multi-choice,13,138335,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,6,0,group1,speaker_unaware,2,0,8,2,0,8,0,2,8,0,TRUE,congruent,1,Knowledge
967,85334,3105,survey-multi-choice,15,154813,Speaker Aware,4b,"{""Q0"":""No""}",belief,8,No,0,7,0,group1,speaker_aware,2,0,8,2,0,8,0,2,8,0,FALSE,incongruent,1,Knowledge
968,85334,1767,survey-multi-choice,17,159576,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,6,Yes,1,8,0,group1,speaker_unaware,2,0,8,2,0,8,0,2,8,0,FALSE,incongruent,0,Knowledge
969,86750,29223,survey-multi-choice,3,56888,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,1,0,group2,speaker_aware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,0,Knowledge
970,86750,17575,survey-multi-choice,5,88903,Speaker Aware,4b,"{""Q0"":""No""}",belief,1,No,0,2,0,group2,speaker_aware,5,0,10,5,1,8,0,5,9,0.5,FALSE,incongruent,1,Knowledge
971,86750,2569,survey-multi-choice,7,136527,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,3,0,group2,speaker_unaware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,1,Knowledge
972,86750,3510,survey-multi-choice,9,181543,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,4,0,group2,speaker_unaware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,1,Knowledge
973,86750,2871,survey-multi-choice,11,196823,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,5,0,group2,speaker_aware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,0,Knowledge
974,86750,2664,survey-multi-choice,13,235775,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,6,0,group2,speaker_unaware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,1,Knowledge
975,86750,7886,survey-multi-choice,15,459623,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,7,0,group2,speaker_aware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,0,Knowledge
976,86750,3405,survey-multi-choice,17,488598,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,8,0,group2,speaker_unaware,5,0,10,5,1,8,0,5,9,0.5,TRUE,congruent,1,Knowledge
977,87552,5046,survey-multi-choice,3,52301,Speaker Aware,4b,"{""Q0"":""No""}",belief,8,No,0,1,0,group1,speaker_aware,6,1,10,5,1,9,1,5.5,9.5,1,FALSE,incongruent,1,Knowledge
978,87552,117264,survey-multi-choice,5,253807,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,2,0,group1,speaker_aware,6,1,10,5,1,9,1,5.5,9.5,1,TRUE,congruent,0,Knowledge
979,87552,2476,survey-multi-choice,7,349260,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,3,0,group1,speaker_aware,6,1,10,5,1,9,1,5.5,9.5,1,TRUE,congruent,0,Knowledge
980,87552,9062,survey-multi-choice,9,391813,Speaker Aware,4b,"{""Q0"":""No""}",belief,5,No,0,4,0,group1,speaker_aware,6,1,10,5,1,9,1,5.5,9.5,1,FALSE,incongruent,1,Knowledge
981,87552,2841,survey-multi-choice,11,808708,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,5,0,group1,speaker_unaware,6,1,10,5,1,9,1,5.5,9.5,1,TRUE,congruent,1,Knowledge
982,87552,2619,survey-multi-choice,13,823666,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,6,0,group1,speaker_unaware,6,1,10,5,1,9,1,5.5,9.5,1,TRUE,congruent,1,Knowledge
